USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root          1097     2          0      0 0                   0 S [irq/84-arm-smmu-context-fault]
root          1100     2          0      0 0                   0 S [irq/85-arm-smmu-context-fault]
root          1110     2          0      0 0                   0 I [ipa_usb_wq]
root          1118     2          0      0 0                   0 I [cam-cpas]
root          1120     2          0      0 0                   0 I [qcom,cam_virtua]
root          1121     2          0      0 0                   0 I [rt-cdm0_0]
root          1122     2          0      0 0                   0 I [rt-cdm0_1]
root          1123     2          0      0 0                   0 I [rt-cdm0_2]
root          1124     2          0      0 0                   0 I [rt-cdm0_3]
root          1125     2          0      0 0                   0 I [rt-cdm1_0]
root          1126     2          0      0 0                   0 I [rt-cdm1_1]
root          1127     2          0      0 0                   0 I [rt-cdm1_2]
root          1128     2          0      0 0                   0 I [rt-cdm1_3]
root          1129     2          0      0 0                   0 I [rt-cdm2_0]
root          1130     2          0      0 0                   0 I [rt-cdm2_1]
root          1131     2          0      0 0                   0 I [rt-cdm2_2]
root          1132     2          0      0 0                   0 I [rt-cdm2_3]
root          1135     2          0      0 0                   0 I [cam_cci_wq]
root          1136     2          0      0 0                   0 I [cam_cci_wq]
root          1137     2          0      0 0                   0 I [cam_cci_wq]
root          1138     2          0      0 0                   0 I [cam_cci_wq]
root          1143     2          0      0 0                   0 S [irq/46-arm-smmu-context-fault]
root          1145     2          0      0 0                   0 S [irq/86-arm-smmu-context-fault]
root          1157     2          0      0 0                   0 I [dsi_post_cmd_tx]
root          1158     2          0      0 0                   0 I [aod_display_on_]
root          1159     2          0      0 0                   0 I [uiready_event_0]
root          1160     2          0      0 0                   0 I [aod_off_set_0]
root          1210     2          0      0 0                   0 I [syna_async]
root          1211     2          0      0 0                   0 I [syna_tcm_helper]
root          1212     2          0      0 0                   0 I [drm_dp]
root          1215     2          0      0 0                   0 I [sdm_dp_audio_no]
root          1216     2          0      0 0                   0 I [hdcp_1x_1]
root          1217     2          0      0 0                   0 I [hdcp_2x]
root          1218     2          0      0 0                   0 I [dp_hdcp2p2]
root          1219     2          0      0 0                   0 S [crtc_commit:151]
root          1220     2          0      0 0                   0 S [crtc_event:151]
root          1221     2          0      0 0                   0 S [crtc_commit:212]
root          1222     2          0      0 0                   0 S [crtc_event:212]
root          1223     2          0      0 0                   0 S [crtc_commit:221]
root          1224     2          0      0 0                   0 S [crtc_event:221]
root          1225     2          0      0 0                   0 S [crtc_commit:230]
root          1226     2          0      0 0                   0 S [crtc_event:230]
root          1227     2          0      0 0                   0 S [pp_event]
root          1228     2          0      0 0                   0 S [card0-crtc0]
root          1229     2          0      0 0                   0 S [card0-crtc1]
root          1230     2          0      0 0                   0 S [card0-crtc2]
root          1231     2          0      0 0                   0 S [card0-crtc3]
system        1241     1    2310636   4892 0                   0 S android.system.suspend-service
keystore      1242     1    2604000  13348 0                   0 S keystore2
system        1243     1    2201172   2200 0                   0 S android.hardware.atrace@1.0-service
root          1244     1    2134740   4192 0                   0 S android.hardware.boot@1.2-service
system        1246     1    2252088   3908 0                   0 S sscrpcd
root          1270     2          0      0 0                   0 I [charger_pump0]
root          1271     2          0      0 0                   0 I [sp_resume0]
root          1272     2          0      0 0                   0 I [volume_key_trig]
root          1273     2          0      0 0                   0 I [syna_tcm_freq_h]
root          1274     2          0      0 0                   0 I [touch_up_wq]
root          1275     2          0      0 0                   0 S [f2fs_flush-254:101]
root          1276     2          0      0 0                   0 S [f2fs_discard-254:101]
root          1281     2          0      0 0                   0 I [ipa_interrupt_w]
root          1282     2          0      0 0                   0 I [ipawq36]
root          1283     2          0      0 0                   0 I [iparepwq36]
root          1284     2          0      0 0                   0 I [ipawq127]
root          1285     2          0      0 0                   0 I [iparepwq127]
root          1286     2          0      0 0                   0 I [ipafreepagewq12]
root          1287     2          0      0 0                   0 I [ipawq33]
root          1288     2          0      0 0                   0 I [iparepwq33]
root          1289     2          0      0 0                   0 I [ipawq32]
root          1290     2          0      0 0                   0 I [iparepwq32]
root          1291     2          0      0 0                   0 I [ipa_uc_holb_wq]
root          1292     2          0      0 0                   0 I [clnt_req]
root          1293     2          0      0 0                   0 S [f2fs_gc-254:101]
tombstoned    1299     1    2231344   2940 0                   0 S tombstoned
root          1308     2          0      0 0                   0 I [ext4-rsv-conver]
root          1346     2          0      0 0                   0 I [ext4-rsv-conver]
root          1347     2          0      0 0                   0 I [ext4-rsv-conver]
root          1348     2          0      0 0                   0 I [ext4-rsv-conver]
root          1349     2          0      0 0                   0 I [ext4-rsv-conver]
root          1350     2          0      0 0                   0 I [ext4-rsv-conver]
root          1351     2          0      0 0                   0 I [ext4-rsv-conver]
root          1352     2          0      0 0                   0 I [ext4-rsv-conver]
root          1353     2          0      0 0                   0 I [ext4-rsv-conver]
root          1354     2          0      0 0                   0 I [kveritydX]
root          1355     2          0      0 0                   0 I [kveritydX]
root          1356     2          0      0 0                   0 I [kveritydX]
root          1357     2          0      0 0                   0 I [kveritydX]
root          1358     2          0      0 0                   0 I [ext4-rsv-conver]
root          1359     2          0      0 0                   0 I [kworker/X18:5-kveritydX]
root          1360     2          0      0 0                   0 I [ext4-rsv-conver]
root          1361     2          0      0 0                   0 I [ext4-rsv-conver]
root          1362     2          0      0 0                   0 I [ext4-rsv-conver]
root          1363     2          0      0 0                   0 I [ext4-rsv-conver]
root          1364     2          0      0 0                   0 I [kveritydX]
root          1365     2          0      0 0                   0 I [kveritydX]
root          1366     2          0      0 0                   0 I [ext4-rsv-conver]
root          1367     2          0      0 0                   0 I [ext4-rsv-conver]
root          1368     2          0      0 0                   0 I [kveritydX]
root          1369     2          0      0 0                   0 I [kveritydX]
root          1370     2          0      0 0                   0 I [kveritydX]
root          1371     2          0      0 0                   0 I [ext4-rsv-conver]
root          1372     2          0      0 0                   0 I [kveritydX]
root          1373     2          0      0 0                   0 I [kveritydX]
root          1374     2          0      0 0                   0 I [kveritydX]
root          1375     2          0      0 0                   0 I [kveritydX]
root          1376     2          0      0 0                   0 I [kveritydX]
root          1377     2          0      0 0                   0 I [kveritydX]
root          1378     2          0      0 0                   0 I [kveritydX]
root          1379     2          0      0 0                   0 I [kveritydX]
root          1380     2          0      0 0                   0 I [kveritydX]
root          1381     2          0      0 0                   0 I [kveritydX]
root          1382     2          0      0 0                   0 I [kveritydX]
root          1383     2          0      0 0                   0 I [ext4-rsv-conver]
root          1384     2          0      0 0                   0 I [kveritydX]
root          1385     2          0      0 0                   0 I [ext4-rsv-conver]
root          1386     2          0      0 0                   0 I [ext4-rsv-conver]
root          1387     2          0      0 0                   0 I [kveritydX]
root          1388     2          0      0 0                   0 I [kveritydX]
root          1389     2          0      0 0                   0 I [kveritydX]
root          1390     2          0      0 0                   0 I [ext4-rsv-conver]
root          1391     2          0      0 0                   0 I [ext4-rsv-conver]
root          1392     2          0      0 0                   0 I [ext4-rsv-conver]
root          1393     2          0      0 0                   0 I [ext4-rsv-conver]
root          1394     2          0      0 0                   0 I [ext4-rsv-conver]
root          1395     2          0      0 0                   0 I [ext4-rsv-conver]
root          1396     2          0      0 0                   0 I [ext4-rsv-conver]
root          1397     2          0      0 0                   0 I [ext4-rsv-conver]
root          1398     2          0      0 0                   0 I [ext4-rsv-conver]
root          1399     2          0      0 0                   0 I [ext4-rsv-conver]
root          1400     2          0      0 0                   0 I [kworker/X18:6-kveritydX]
root          1401     2          0      0 0                   0 I [ext4-rsv-conver]
root          1402     2          0      0 0                   0 I [ext4-rsv-conver]
root          1403     2          0      0 0                   0 I [ext4-rsv-conver]
root          1404     2          0      0 0                   0 I [ext4-rsv-conver]
root          1405     2          0      0 0                   0 I [ext4-rsv-conver]
root          1406     2          0      0 0                   0 I [ext4-rsv-conver]
root          1407     2          0      0 0                   0 I [ext4-rsv-conver]
root          1408     2          0      0 0                   0 I [ext4-rsv-conver]
root          1409     2          0      0 0                   0 I [ext4-rsv-conver]
root          1425     2          0      0 0                   0 I [kworker/7:2H-kblockd]
radio         1456     1    2373964   4248 0                   0 S ipacm
root          1722     2          0      0 0                   0 I [at_usb0]
root          1723     2          0      0 0                   0 I [at_usb1]
root          1724     2          0      0 0                   0 I [at_usb2]
root          1725     2          0      0 0                   0 I [qdss]
root          1726     2          0      0 0                   0 I [qdss_mdm]
root          1727     2          0      0 0                   0 I [qdss_sw]
system        1769     1    2371944   4492 0                   0 S time_daemon
statsd        1819     1    2394940   6700 0                   0 S statsd
root          1820     1    2484104  11032 0                   0 S netd
root          1821     1    8352792 167680 0                   0 S zygote64
root          1822     1    1755808  61024 0                   0 S zygote
system        1823     1    2247604   4356 0                   0 S bspFwUpdate
system        1887     1    3059140   8144 0                   0 S ssgtzd
root          1889     2          0      0 0                   0 S [glink_wpss]
system        1891     1    2244468   6024 0                   0 S diag-router
system        1894     1    2141188   4516 0                   0 S android.hidl.allocator@1.0-service
system        1895     1    2260804   4416 0                   0 S qccsyshal@1.2-service
audioserver   1896     1    2820560  15344 0                   0 S android.hardware.audio.service_64
bluetooth     1897     1    2412280   6640 0                   0 S android.hardware.bluetooth@1.1-service-qti
media         1902     1    2198116   6176 0                   0 S android.hardware.drm-service.clearkey
media         1904     1    2283380  11904 0                   0 S android.hardware.drm-service.widevine
root          1905     2          0      0 0                   0 S [glink_adsp]
gps           1907     1    2756348   9600 0                   0 S android.hardware.gnss-aidl-service-qti
system        1909     1    2183496   6524 0                   0 S android.hardware.health-service.qti
system        1913     1    2258624   6516 0                   0 S android.hardware.power-service
system        1918     1    2711676  10080 0                   0 S android.hardware.sensors-service.multihal
root          1920     2          0      0 0                   0 S [glink_cdsp]
root          1926     1    2166904   5492 0                   0 S android.hardware.thermal@2.0-service.qti-v2
root          1927     1    2233748   5236 0                   0 S android.hardware.usb@1.2-service-qti
wifi          1929     1    2300308  13768 0                   0 S android.hardware.wifi@1.0-service
nobody        1934     1    2175796   5048 0                   0 S vendor.qti.hardware.memtrack-service
root          1949     1    2242812   6368 0                   0 S poweropt-service
system        1955     1    2436740   7488 0                   0 S qesdk-manager
system        1957     1    2231348   5044 0                   0 S vendor.qti.hardware.capabilityconfigstore@1.0-service
system        1958     1    2275980   7760 0                   0 S vendor.qti.hardware.display.allocator-service
system        1959     1    2845148  22544 0                   0 S vendor.qti.hardware.display.composer-service
system        1961     1    2149288   4952 0                   0 S dspservice
system        1969     1    2221216   5044 0                   0 S vendor.qti.hardware.lights.service
root          1972     1    2252224   5180 0                   0 S vendor.qti.hardware.limits@1.2-service
root          1973     1    2792936  13544 0                   0 S vendor.qti.hardware.perf-hal-service
system        1974     1    2177088   5464 0                   0 S vendor.qti.hardware.sensorscalibrate@1.0-service
system        1975     1    2176392   4960 0                   0 S vendor.qti.hardware.servicetracker@1.2-service
root          1977     2          0      0 0                   0 I [kworker/X18:7-kveritydX]
system        1986     1    2214464   5968 0                   0 S vendor.qti.hardware.soter@1.0-service
mediacodec    1987     1    2533892  13828 0                   0 S media.hwcodec
mediacodec    1993     1    2494884   9384 0                   0 S media.audio.qc.codec
system        1995     1    2191372   4852 0                   0 S vendor.qti.qspa-service
system        1998     1    2209972   5648 0                   0 S vendor.qti.qspmhal@1.0-service
system        2013     1    2176168   5532 0                   0 S android.hardware.power.stats-impl.oplus
cameraserver  2032     1    4438720  79772 0                   0 S vendor.qti.camera.provider-service_64
system        2040     1    2235580   5208 0                   0 S vendor-oplus-hardware-misc-V1-service
system        2044     1    2190836   5716 0                   0 S vendor-oplus-hardware-oplusSensor-V1-service
root          2047     1    2296764   6020 0                   0 S vendor-oplus-hardware-performance-V1-service
system        2049     1    2214600   4564 0                   0 S vendor-oplus-hardware-power-powermonitor-V1-service
root          2055     1    2295716   6128 0                   0 S vendor-oplus-hardware-touch-V2-service
system        2057     1    2191128   6024 0                   0 S vendor.oplus.hardware.cammidasservice-V1-service
system        2061     1    2414868   7032 0                   0 S vendor.oplus.hardware.charger-V3-service
system        2067     1    2301056   7956 0                   0 S vendor.oplus.hardware.cryptoeng@1.0-service
system        2074     1    2288364   5164 0                   0 S vendor.oplus.hardware.displaypanelfeature@1.0-service
system        2076     1    2575024   6928 0                   0 S vendor.oplus.hardware.gameopt-service
root          2095  1820    2176096   4004 0                   0 S ip6tables-restore
root          2104     2          0      0 0                   0 S [irq/342-glink-native-wpss]
root          2106     2          0      0 0                   0 S [qrtr_rx]
root          2107     2          0      0 0                   0 I [kworker/0:2H-fsverity_read_queue]
system        2109     1    2209492   5556 0                   0 S vendor.oplus.hardware.mmdisplayfeature@1.0-service
root          2120     1    2272084   5716 0                   0 S vendor.oplus.hardware.olc2-V2-service
system        2124     1    2242340   5780 0                   0 S vendor.oplus.hardware.stability.oplus_project-V1-service
root          2125     1    2413220  10084 0                   0 S vendor.oplus.hardware.urcc-service
root          2128     1    2244392   5476 0                   0 S vendor.oplus.hardware.wifi-aidl-service
system        2183     1    2147440   3528 0                   0 S pd-mapper
system        2184     1    2321788   4708 0                   0 S pm-service
audioserver   2213     1    3346696  27480 0                   0 S audioserver
credstore     2220     1    2266860   6140 0                   0 S credstore
root          2222     2          0      0 0                   0 I [kworker/3:4-events]
gpu_service   2224     1    2354168   6452 0                   0 S gpuservice
root          2230     2          0      0 0                   0 S [irq/343-glink-native-cdsp]
system        2238     1    3986468  75832 0                   0 S surfaceflinger
system        2241     1    2213908   4156 0                   0 S common_dcs
root          2250     2          0      0 0                   0 S [qrtr_rx]
system        2270     1    2276980   6892 0                   0 S qsap_sensors
nobody        2282     1    2204120   5268 0                   0 S rmt_storage
vendor_rfs    2286     1    2221584   4052 0                   0 S tftp_server
system        2291     1    2329524   4944 0                   0 S sensors.qti
system        2299     1    2219296   3288 0                   0 S lowirpcd
root          2392     2          0      0 0                   0 S [irq/347-glink-native-adsp]
root          2393     2          0      0 0                   0 S [qrtr_rx]
root          2397     2          0      0 0                   0 I [pdr_notifier_wq]
root          2417     2          0      0 0                   0 I [kworker/0:4-events]
root          2418     2          0      0 0                   0 I [kworker/0:5-events]
system        2419     1    2319936   7816 0                   0 S qwesd
root          2420     2          0      0 0                   0 I [kworker/0:6-events_long]
root          2421     2          0      0 0                   0 D [usbtemp_kthread]
root          2422     2          0      0 0                   0 I [kworker/0:7-events_long]
root          2425     2          0      0 0                   0 I [kworker/0:8-events]
root          2426     2          0      0 0                   0 I [kworker/u17:3-qmi_msg_handler]
root          2427     2          0      0 0                   0 S [irq/87-arm-smmu-context-fault]
root          2429     2          0      0 0                   0 I [kworker/0:9-events_long]
root          2440     2          0      0 0                   0 I [kworker/0:10-events_long]
root          2441     2          0      0 0                   0 I [kworker/0:11-mm_percpu_wq]
root          2442     2          0      0 0                   0 I [kworker/0:12-rcu_gp]
root          2443     2          0      0 0                   0 I [kworker/0:13]
root          2445     2          0      0 0                   0 I [kworker/u17:4-hal_register_write_wq]
system        2475     1    2161324   5780 0                   0 S subsystem_ramdump
root          2477     2          0      0 0                   0 S [irq/348-swr_master_irq]
root          2478     2          0      0 0                   0 S [irq/349-swr_master_irq]
root          2485     2          0      0 0                   0 I [aw882xx]
root          2487     2          0      0 0                   0 I [kworker/1:4-pm]
system        2493     1    2200340   4692 0                   0 S pm-proxy
nobody        2504     1    2207932   3592 0                   0 S traced_probes
nobody        2505     1    2266672   3740 0                   0 S traced
system        2530     1    2151916   4748 0                   0 S tcmd
system        2533     1    2206332   6128 0                   0 S android.hardware.gatekeeper@1.0-service-qti
system        2538     1    2267400   5680 0                   0 S dpmQmiMgr
system        2539     1    2310252   6616 0                   0 S feature_enabler_client
radio         2546     1    2261260   3656 0                   0 S qmipriod
radio         2550     1    2412140   7004 0                   0 S shsusrd
system        2551     1    2415648   6796 0                   0 S vendor.dpmd
root          2566     2          0      0 0                   0 S [irq/88-arm-smmu-context-fault]
root          2567     1    2244196   5132 0                   0 S qcom-system-daemon
system        2573     1    2281028   8632 0                   0 S cnss_diag
cameraserver  2578     1    2883048  22176 0                   0 S cameraserver
incidentd     2589     1    2184928   4852 0                   0 S incidentd
root          2590     1    2286172   8188 0                   0 S installd
mediaex       2591     1    2968332  20088 0                   0 S media.extractor
media         2603     1    2437532   6880 0                   0 S media.metrics
media         2617     1    2674228  17712 0                   0 S mediaserver
root          2624     1    2186188   6164 0                   0 S storaged
wifi          2626     1    2242692   6564 0                   0 S wificond
root          2627     1    2492100   7168 0                   0 S atlasservice
system        2640     1    2330488   7604 0                   0 S criticallog
root          2646     1    2230480   4812 0                   0 S mmlistservice
root          2649     1    2296760   5132 0                   0 S oplus_gaia
system        2650     1    2288368   6688 0                   0 S perfservice
root          2653     1    2144296   3016 0                   0 S postmand
system        2674     1    2233064   6468 0                   0 S wfdhdcphalservice
mediacodec    2677     1      25408    452 0                   0 S media.codec
system        2696     1    2761908   8868 0                   0 S cnd
system        2704     1    2413136   6168 0                   0 S wifidisplayhalservice
radio         2709     1    2348816   7012 0                   0 S qsap_dcfd
radio         2711     1    2242088   5704 0                   0 S dlsc
radio         2735     1    2775896   7304 0                   0 S imsdaemon
radio         2742     1    2228516   4396 0                   0 S ipacm-diag
radio         2744     1    3374940   7708 0                   0 S netmgrd
radio         2748     1    2173716   3476 0                   0 S port-bridge
radio         2749     1    2549104   8888 0                   0 S qms
gps           2752     1    2314804   6232 0                   0 S qsap_location
system        2753     1    2231704   6284 0                   0 S qsap_qapeservice
root          2758     2          0      0 0                   0 I [aw882xx]
system        2788     1    2218608   5064 0                   0 S adsprpcd
root          2844     2          0      0 0                   0 S [glink_modem]
system        3020     1    2183792   5060 0                   0 S cdsprpcd
system        3037     1    2309708   4800 0                   0 S wfdvndservice
root          3038     1    2204616   5396 0                   0 S commcenterd
root          3045     1    2178408   7080 0                   0 S vendor-oplus-hardware-engineer-V1-service
system        3048     1    2197124   4968 0                   0 S vendor-oplus-hardware-transmessage@1.0-service
system        3054     1    2133088   6228 0                   0 S vendor.oplus.hardware.rpmh-V1-service
mediacodec    3059     1    2843552  12856 0                   0 S media.swcodec
system        3077     1    2178464   5996 0                   0 S cnss-daemon
radio         3081     1    2229004   3048 0                   0 S ssgqmigd
gps           3084     1    2227656   5504 0                   0 S mlid
gps           3089     1    2238288   5508 0                   0 S loc_launcher
root          3091     2          0      0 0                   0 S [irq/361-swr_wake_irq]
system        3093     1    2280932   5908 0                   0 S ATFWD-daemon
system        3100     1    2412452   7056 0                   0 S oplus_sensor_fb
system        3105     1    2164660   6036 0                   0 S gatekeeperd
gps           3109  3089    2331536   8972 0                   0 S xtra-daemon
root          3114     1    2231660   8888 0                   0 S update_engine
system        3117     1    2234364   4088 0                   0 S virtual_keyboard
system        3120     1    2275868   6892 0                   0 S qsguard
system        3121     1    2234236   4256 0                   0 S bsp_kevent
system        3124     1    2285320   4056 0                   0 S oplus_kevent
system        3127     1    2404232   4148 0                   0 S oplus_theia
system        3131     1    2461440   6660 0                   0 S qcc-vendor
system        3139     1    2202584   5568 0                   0 S vendor.qti.hardware.vibrator.service
system        3158     1    2670992  18588 0                   0 S vendor.oplus.hardware.biometrics.face@1.0-service_uff
system        3181     1    2410580   6772 0                   0 S vendor.oplus.hardware.biometrics.fingerprint@2.1-service_uff
system        3182     1    2317168   6384 0                   0 S vendor.oplus.hardware.biometrics.fingerprintpay@1.0-service
system        3194     1    2240544   7196 0                   0 S vendor.oplus.hardware.fido.fido2ca@1.0-service
system        3197     1    2204404   6444 0                   0 S vendor.oplus.hardware.fido.fidoca@1.0-service
system        3207     1    2440040   7204 0                   0 S vendor.oplus.hardware.riskdetect-V1-service
system        3234  1821   16543148 676092 0                   0 S system_server
root          3241     2          0      0 0                   0 S [irq/362-oplusfp]
drm           3245     1      18488    632 0                   0 S drmserver
radio         3253     1    2205156   4592 0                   0 S qti
radio         3255     1    4194332  20012 0                   0 S qcrilNrd
radio         3257     1    4125528  19480 0                   0 S qcrilNrd
radio         3275     1    2231720   4624 0                   0 S adpl
root          3277     1    3108908   8364 0                   0 S subsys_daemon
root          3280     1    2937740   8284 0                   0 S subsys_daemon
root          3418     2          0      0 0                   0 S [irq/363-glink-native-modem]
root          3419     2          0      0 0                   0 S [qrtr_rx]
root          3610     2          0      0 0                   0 I [mmc_complete]
system        3616     1    2130944   4504 0                   0 S android.hardware.ir-service
root          3750     2          0      0 0                   0 I [ipawq34]
root          3751     2          0      0 0                   0 I [iparepwq34]
root          3752     2          0      0 0                   0 I [ipawq104]
root          3754     2          0      0 0                   0 I [iparepwq104]
root          3755     2          0      0 0                   0 I [ipawq120]
root          3756     2          0      0 0                   0 I [iparepwq120]
root          3758     2          0      0 0                   0 I [ipawq95]
root          3759     2          0      0 0                   0 I [iparepwq95]
root          3760     2          0      0 0                   0 I [ipafreepagewq95]
root          3762     2          0      0 0                   0 I [ipawq35]
root          3763     2          0      0 0                   0 I [iparepwq35]
root          3764     2          0      0 0                   0 I [ipawq105]
root          3766     2          0      0 0                   0 I [iparepwq105]
root          3767     2          0      0 0                   0 I [ipafreepagewq10]
root          3769     2          0      0 0                   0 I [ipawq121]
root          3770     2          0      0 0                   0 I [iparepwq121]
root          3771     2          0      0 0                   0 I [ipafreepagewq12]
root          3815     2          0      0 0                   0 I [wda_wq]
root          3858     2          0      0 0                   0 I [kworker/1:5-events]
radio         3879     1    2325464   6228 0                   0 S ims-dataservice-daemon
radio         3880     1    2443140   7640 0                   0 S ims_rtp_daemon
root          3907     2          0      0 0                   0 I [kworker/X18:8-kveritydX]
root          4513     2          0      0 0                   0 S [scheduler_thread]
root          4514     2          0      0 0                   0 S [dp_refill_thread]
root          4515     2          0      0 0                   0 S [dp_rx_thread_0]
root          4516     2          0      0 0                   0 S [dp_rx_thread_1]
root          4517     2          0      0 0                   0 S [dp_rx_thread_2]
root          4518     2          0      0 0                   0 S [dp_rx_thread_3]
wifi          4522     1    2201752   6660 0                   0 S wpa_supplicant
system        4538  1821    8724128 141768 0                   0 S com.oplus.exsystemservice
u0_a181       4564  1821    8359508 120116 0                   0 S com.oplus.romupdate
u0_a205       4599  1821   11233808 349624 0                   0 S com.android.systemui
u0_a282       4604  1821    8644680 144304 0                   0 S com.google.android.permissioncontroller
u0_a218       4707  1821    8542384 125160 0                   0 S com.oplus.gesture
system        4733  1821    8377516 115148 0                   0 S com.oplus.appplatform
u0_a111       4741  1821    8507172 134176 0                   0 S com.oplus.statistics.rom
u0_a198       4860  1821   10580076 268168 0                   0 S com.android.launcher
network_stack 4895  1821    8454728 134768 0                   0 S com.android.networkstack.process
webview_zygote 4904 1821   25066352  87660 0                   0 S webview_zygote
radio         5100  1821    9638736 169512 0                   0 S com.android.phone
radio         5124  1821    8448892 115704 0                   0 S .dataservices
u0_a94        5132  1821    8604968 118120 0                   0 S .qtidataservices
u0_a206       5146  1821    8306288 115108 0                   0 S com.qti.phone
system        5159  1821    9214260 136936 0                   0 S com.oplus.nas
radio         5188  1821    8417280 123396 0                   0 S com.oplus.nhs
u0_a207       5197  1821    8472572 122188 0                   0 S org.codeaurora.ims
system        5226     1    2520364   7244 0                   0 S iopgp
secure_element 5232 1821    8269212 105644 0                   0 S com.android.se
radio         5247  1821    8322968 112156 0                   0 S com.ses.entitlement.o2
system        5273  1821    8538296 122164 0                   0 S com.oplus.athena
u0_a223       5279  1821    8303120 117488 0                   0 S com.qti.qcc
system        5281  1821    8699832 122956 0                   0 S com.oplus.subsys
system        5282  1821    8383576 127028 0                   0 S com.oplus.notificationmanager
u0_a285       5390  1821    8269600 112176 0                   0 S com.google.android.ext.services
root          5456     2          0      0 0                   0 I [kworker/5:2H-fsverity_read_queue]
root          5457     2          0      0 0                   0 I [kworker/4:3H-fsverity_read_queue]
root          5458     2          0      0 0                   0 I [kworker/4:4H-fsverity_read_queue]
root          5460     2          0      0 0                   0 I [kworker/4:5H-fsverity_read_queue]
root          5462     2          0      0 0                   0 I [kworker/0:3H-fsverity_read_queue]
root          5464     2          0      0 0                   0 I [kworker/0:4H-fsverity_read_queue]
root          5466     2          0      0 0                   0 I [kworker/0:5H-fsverity_read_queue]
root          5467     2          0      0 0                   0 I [kworker/0:6H-fsverity_read_queue]
root          5468     2          0      0 0                   0 I [kworker/0:7H-kblockd]
u0_a219       5478  1821    8257312 114348 0                   0 S com.oplus.eyeprotect
root          5504     2          0      0 0                   0 I [kworker/6:2H-fsverity_read_queue]
root          5505     2          0      0 0                   0 I [kworker/6:3H-fsverity_read_queue]
root          5506     2          0      0 0                   0 I [kworker/6:4H-kblockd]
root          5507     2          0      0 0                   0 I [kworker/6:5H-kblockd]
root          5508     2          0      0 0                   0 I [kworker/6:6H-fsverity_read_queue]
root          5527     2          0      0 0                   0 I [kworker/4:6H-fsverity_read_queue]
root          5528     2          0      0 0                   0 I [kworker/4:7H-kblockd]
root          5543     2          0      0 0                   0 I [kworker/5:3H-fsverity_read_queue]
root          5544     2          0      0 0                   0 I [kworker/5:4H-fsverity_read_queue]
root          5545     2          0      0 0                   0 I [kworker/5:5H-fsverity_read_queue]
root          5546     2          0      0 0                   0 I [kworker/5:6H-fsverity_read_queue]
root          5547     2          0      0 0                   0 I [kworker/5:7H-kblockd]
root          5548     2          0      0 0                   0 I [kworker/5:8H-fsverity_read_queue]
root          5549     2          0      0 0                   0 I [kworker/5:9H-fsverity_read_queue]
root          5571     2          0      0 0                   0 I [kworker/0:8H-fsverity_read_queue]
root          5600     2          0      0 0                   0 I [kworker/7:3H-fsverity_read_queue]
root          5603     2          0      0 0                   0 I [kworker/7:4H-fsverity_read_queue]
root          5604     2          0      0 0                   0 I [kworker/7:5H-fsverity_read_queue]
root          5605     2          0      0 0                   0 I [kworker/7:6H-kblockd]
root          5606     2          0      0 0                   0 I [kworker/7:7H-fsverity_read_queue]
root          5611     2          0      0 0                   0 I [kworker/7:8H-fsverity_read_queue]
root          5613     2          0      0 0                   0 I [kworker/0:9H-fsverity_read_queue]
root          5615     2          0      0 0                   0 I [kworker/4:8H-fsverity_read_queue]
root          5618     2          0      0 0                   0 I [kworker/6:7H-kblockd]
root          5619     2          0      0 0                   0 I [kworker/6:8H-fsverity_read_queue]
root          5620     2          0      0 0                   0 I [kworker/6:9H-fsverity_read_queue]
u0_a270       5629  1821    8304124 128100 0                   0 S com.google.android.cellbroadcastreceiver
root          5630     2          0      0 0                   0 I [kworker/4:9H-fsverity_read_queue]
u0_a143       5662  1821    8365800 113628 0                   0 S com.aiunit.aon
u0_a109       5741  1821    8755100 151788 0                   0 S com.google.android.apps.wellbeing
root          5780     2          0      0 0                   0 I [kworker/7:9H-fsverity_read_queue]
system        5790  1821    9411068 278628 0                   0 S com.android.settings
u0_a120       5828  1821    9723168 287756 0                   0 S com.google.android.gms.persistent
root          5850     2          0      0 0                   0 S [f2fs_ckpt-254:101]
bluetooth     5872  1821    9065656 139384 0                   0 S com.android.bluetooth
system        5997  1821    8633980 129044 0                   0 S com.oplus.persist.multimedia
root          6016     1    2142104   4624 0                   0 S msm_irqbalance
system        6088     1    2357436   7500 0                   0 S horae
system        6097     1    2856972  17668 0                   0 S midasd
system        6099     1    2291752   6792 0                   0 S oifaceoplusonly
root          6104     1    2298424   5888 0                   0 S ostats_pullerd
system        6114     1    2287056   4920 0                   0 S ostats_tpd
system        6115     1    2345604   8088 0                   0 S ostatsd
system        6116     1    2191736   5044 0                   0 S qspmsvc
root          6123     1    4685104   4676 0                   0 S thermal-engine-v2
u0_a280       6400  1821    8399032 123556 0                   0 S com.android.devicelockcontroller
u0_a203       6544  1821    8324572 115636 0                   0 S com.qualcomm.location
root          6596     2          0      0 0                   0 I [kworker/7:7-kdmflush]
u0_a70        6607  1821    8445148 140148 0                   0 S android.process.acore
root          6608     2          0      0 0                   0 I [kworker/7:8-kdmflush]
root          6627     2          0      0 0                   0 I [kworker/7:9-kdmflush]
root          6641     2          0      0 0                   0 I [kworker/7:10-kdmflush]
root          6676     1    2215624   5440 0                   0 S gsid
u0_a120       6837  1821    9646644 308556 0                   0 S com.google.android.gms
